date,authortitle,url,event,author,title,thumb_url,description,published_date,tags,neat_name
Jan 2017,Sofia Jawed-Wessel: The lies we tell pregnant women,https://download.ted.com/talks/SofiaJawedWessel_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxOmaha,Sofia Jawed-Wessel,The lies we tell pregnant women,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/3f7340f2-55d9-4e65-ba1e-789a219afb42/SofiaJawedWessel_2016X-embed.jpg,"""When we tell women that sex isn't worth the risk during pregnancy, what we're telling her is that her sexual pleasure doesn't matter ... that she in fact doesn't matter,"" says sex researcher Sofia Jawed-Wessel. In this eye-opening talk, Jawed-Wessel mines our views about pregnancy and pleasure to lay bare the relationship between women, sex and systems of power.",1483719338.0,"['TEDx', 'children', 'communication', 'family', 'feminism', 'gender', 'health', 'humanity', 'identity', 'parenting', 'sex', 'society', 'teaching', 'women']",sofia_jawed_wessel_the_lies_we_tell_pregnant_women
Jan 2017,Sam Kass: Want kids to learn well? Feed them well,https://download.ted.com/talks/SamKass_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Sam Kass,Want kids to learn well? Feed them well,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/a5800df6-c5ae-4046-9261-1c5f9d545d58/SamKass_2015P-embed.jpg,What can we expect our kids to learn if they're hungry or eating diets full of sugar and empty of nutrients? Former White House Chef and food policymaker Sam Kass discusses the role schools can play in nourishing students' bodies in addition to their minds.,1483632661.0,"['children', 'community', 'education', 'food', 'health', 'inequality', 'mental health', 'personal growth', 'policy', 'society', 'teaching']",sam_kass_want_kids_to_learn_well_feed_them_well
Jan 2017,Erika Gregory: The world doesn't need more nuclear weapons,https://download.ted.com/talks/ErikaGregory_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Erika Gregory,The world doesn't need more nuclear weapons,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/1dff1169-dafe-4f49-9c67-91822e38ea4e/ErikaGregory_2016W-embed.jpg,"Today nine nations collectively control more than 15,000 nuclear weapons, each hundreds of times more powerful than those dropped on Hiroshima and Nagasaki. We don't need more nuclear weapons; we need a new generation to face the unfinished challenge of disarmament started decades ago. Nuclear reformer Erika Gregory calls on today's rising leaders -- those born in a time without Cold War fears and duck-and-cover training -- to pursue an ambitious goal: ridding the world of nuclear weapons by 2045.",1483546226.0,"['collaboration', 'fear', 'global issues', 'government', 'history', 'humanity', 'nuclear energy', 'nuclear weapons', 'peace', 'security', 'technology', 'terrorism', 'violence', 'war']",erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
Jan 2017,Adam Grant: Are you a giver or a taker?,https://download.ted.com/talks/AdamGrant_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@IBM,Adam Grant,Are you a giver or a taker?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/dccc713c-c5ce-48f1-a1a1-2658703aa52a/AdamGrant_2016S-embed.jpg,"In every workplace, there are three basic kinds of people: givers, takers and matchers. Organizational psychologist Adam Grant breaks down these personalities and offers simple strategies to promote a culture of generosity and keep self-serving employees from taking more than their share.",1483457867.0,"['anthropology', 'behavioral economics', 'business', 'collaboration', 'community', 'leadership', 'motivation', 'personal growth', 'personality', 'psychology', 'self', 'society', 'work']",adam_grant_are_you_a_giver_or_a_taker_
Feb 2019,Jennifer Lu: Can you solve the counterfeit coin riddle?,https://download.ted.com/talks/JenniferLu_CounterfeitCoinRiddle_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Jennifer Lu,Can you solve the counterfeit coin riddle?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0566e4fc-e8a8-46ec-a862-fcc57a819590/39_counterfeitcoin.jpg,,,,jennifer_lu_can_you_solve_the_counterfeit_coin_riddle_
Dec 2016,James Beacham: How we explore unanswered questions in physics,https://download.ted.com/talks/JamesBeacham_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxBerlin,James Beacham,How we explore unanswered questions in physics,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/dad3b445-b33a-4af3-9a7c-50f0a1ffa2a2/JamesBeacham_2016X-embed.jpg,"James Beacham looks for answers to the most important open questions of physics using the biggest science experiment ever mounted, CERN's Large Hadron Collider. In this fun and accessible talk about how science happens, Beacham takes us on a journey through extra-spatial dimensions in search of undiscovered fundamental particles (and an explanation for the mysteries of gravity) and details the drive to keep exploring.",1482423603.0,"['Nobel prize', 'TEDx', 'collaboration', 'dark matter', 'data', 'discovery', 'engineering', 'exploration', 'future', 'history', 'innovation', 'motivation', 'nature', 'physics', 'science', 'universe']",james_beacham_how_we_explore_unanswered_questions_in_physics
Dec 2016,Sharon Brous: It's time to reclaim religion,https://download.ted.com/talks/SharonBrous_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Sharon Brous,It's time to reclaim religion,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/030c7777-04d2-4c3e-8b08-3c93665af0ea/SharonBrous_2016W-embed.jpg,"At a moment when the world seems to be spinning out of control, religion might feel irrelevant -- or like part of the problem. But Rabbi Sharon Brous believes we can reinvent religion to meet the needs of modern life. In this impassioned talk, Brous shares four principles of a revitalized religious practice and offers faith of all kinds as a hopeful counter-narrative to the numbing realities of violence, extremism and pessimism.",1482336304.0,"['communication', 'community', 'faith', 'humanity', 'identity', 'innovation', 'morality', 'religion', 'social change', 'society', 'teaching', 'violence', 'women']",sharon_brous_it_s_time_to_reclaim_religion
Dec 2016,Anjali Tripathi: Why Earth may someday look like Mars,https://download.ted.com/talks/AnjaliTripathi_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxBeaconStreet,Anjali Tripathi,Why Earth may someday look like Mars,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/3f5ecfd3-ed3e-43de-83b4-03dbe790282a/AnjaliTripathi_2016X-embed.jpg,"Every minute, 400 pounds of hydrogen and almost 7 pounds of helium escape from Earth's atmosphere into outer space. Astrophysicist Anjali Tripathi studies the phenomenon of atmospheric escape, and in this fascinating and accessible talk, she considers how this process might one day (a few billion years from now) turn our blue planet red.",1482271030.0,"['Mars', 'Planets', 'TEDx', 'astrobiology', 'astronomy', 'biosphere', 'environment', 'future', 'rocket science', 'science', 'solar system', 'technology', 'universe']",anjali_tripathi_why_earth_may_someday_look_like_mars
Dec 2016,David Autor: Will automation take away all our jobs?,https://download.ted.com/talks/DavidAutor_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxCambridge,David Autor,Will automation take away all our jobs?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0decf3d8-423f-409c-8c5c-d071d3a74886/DavidAutor_2016X-embed.jpg,"Here's a paradox you don't hear much about: despite a century of creating machines to do our work for us, the proportion of adults in the US with a job has consistently gone up for the past 125 years. Why hasn't human labor become redundant and our skills obsolete? In this talk about the future of work, economist David Autor addresses the question of why there are still so many jobs and comes up with a surprising, hopeful answer.",1482163386.0,"['TEDx', 'agriculture', 'behavioral economics', 'business', 'collaboration', 'economics', 'farming', 'history', 'humanity', 'innovation', 'manufacturing', 'population', 'productivity', 'social change', 'society', 'technology', 'work']",david_autor_will_automation_take_away_all_our_jobs_
Jun 2020,Clément Vidal: Is there a limit to technological progress?,https://download.ted.com/talks/ClementVidal_KardashevScale_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Clément Vidal,Is there a limit to technological progress?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/328b6a51-b9ce-4876-a18e-bf2aa332087d/1608_08_A_Vidal_Clement_KardashevScale_16x9thumb_Textless_logo.jpg,,,,cl_ment_vidal_is_there_a_limit_to_technological_progress_
Dec 2016,Laura Vanderkam: How to gain control of your free time,https://download.ted.com/talks/LauraVanderkam_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Laura Vanderkam,How to gain control of your free time,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/90c69f27-5216-46fa-a1ae-42e3c4243ddd/LauraVanderkam_2016W-embed.jpg,"There are 168 hours in each week. How do we find time for what matters most? Time management expert Laura Vanderkam studies how busy people spend their lives, and she's discovered that many of us drastically overestimate our commitments each week, while underestimating the time we have to ourselves. She offers a few practical strategies to help find more time for what matters to us, so we can ""build the lives we want in the time we've got.""",1481904806.0,"['choice', 'goal-setting', 'happiness', 'personal growth', 'time', 'work', 'work-life balance']",laura_vanderkam_how_to_gain_control_of_your_free_time
Dec 2016,Dena Simmons: How students of color confront impostor syndrome,https://download.ted.com/talks/DenaSimmons_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Dena Simmons,How students of color confront impostor syndrome,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/f153b3d9-90fb-4a09-a542-b35a996513f7/DenaSimmons_2015P-embed.jpg,"As a black woman from a tough part of the Bronx who grew up to attain all the markers of academic prestige, Dena Simmons knows that for students of color, success in school sometimes comes at the cost of living authentically. Now an educator herself, Simmons discusses how we might create a classroom that makes all students feel proud of who they are. ""Every child deserves an education that guarantees the safety to learn in the comfort of one's own skin,"" she says.",1481817482.0,"['children', 'community', 'education', 'family', 'fear', 'identity', 'inequality', 'motivation', 'personal growth', 'race', 'society', 'teaching']",dena_simmons_how_students_of_color_confront_impostor_syndrome
Dec 2016,Rebecca Brachman: Could a drug prevent depression and PTSD?,https://download.ted.com/talks/RebeccaBrachman_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxNewYork,Rebecca Brachman,Could a drug prevent depression and PTSD?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/a548d9b0-d4f7-4d39-b7dd-b061f411fd16/RebeccaBrachman_2016X-embed.jpg,"The path to better medicine is paved with accidental yet revolutionary discoveries. In this well-told tale of how science happens, neuroscientist Rebecca Brachman shares news of a serendipitous breakthrough treatment that may prevent mental disorders like depression and PTSD from ever developing. And listen for an unexpected -- and controversial -- twist. ",1481730708.0,"['PTSD', 'TEDx', 'brain', 'chemistry', 'depression', 'happiness', 'health', 'health care', 'history', 'humanity', 'illness', 'medical research', 'medicine', 'mental health', 'mind', 'neuroscience', 'pharmaceuticals', 'science']",rebecca_brachman_could_a_drug_prevent_depression_and_ptsd_
Dec 2016,Kevin Kelly: How AI can bring on a second Industrial Revolution,https://download.ted.com/talks/KevinKelly_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Kevin Kelly,How AI can bring on a second Industrial Revolution,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/2c01d3e9-fdcb-4fc7-b7d9-303a38ff2981/KevinKelly_2016T-embed.jpg,"""The actual path of a raindrop as it goes down the valley is unpredictable, but the general direction is inevitable,"" says digital visionary Kevin Kelly -- and technology is much the same, driven by patterns that are surprising but inevitable. Over the next 20 years, he says, our penchant for making things smarter and smarter will have a profound impact on nearly everything we do. Kelly explores three trends in AI we need to understand in order to embrace it and steer its development. ""The most popular AI product 20 years from now that everyone uses has not been invented yet,"" Kelly says. ""That means that you're not late.""",1481645049.0,"['AI', 'Internet', 'algorithm', 'business', 'collaboration', 'computers', 'data', 'decision-making', 'driverless cars', 'future', 'humanity', 'industrial design', 'innovation', 'intelligence', 'invention', 'machine learning', 'mind', 'robots', 'society', 'technology']",kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
Dec 2016,Kevin B. Jones: Why curiosity is the key to science and medicine,https://download.ted.com/talks/KevinJones_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxSaltLakeCity,Kevin B. Jones,Why curiosity is the key to science and medicine,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/bbdc51cd-69c2-43fe-b96f-75dfe57a5110/KevinJones_2015X-embed.jpg,"Science is a learning process that involves experimentation, failure and revision -- and the science of medicine is no exception. Cancer researcher Kevin B. Jones faces the deep unknowns about surgery and medical care with a simple answer: honesty. In a thoughtful talk about the nature of knowledge, Jones shows how science is at its best when scientists humbly admit what they do not yet understand.",1481559403.0,"['TEDx', 'cancer', 'collaboration', 'communication', 'death', 'health', 'health care', 'humanity', 'illness', 'life', 'medical research', 'medicine', 'science']",kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine
Jun 2020,Andrey Vyshedskiy: The neuroscience of imagination,https://download.ted.com/talks/AndreyVyshedskiy_Imagination_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Andrey Vyshedskiy,The neuroscience of imagination,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/0c767cbb-b5d3-4bf4-89cc-d74ec0cc8e75/1608_06_A_Vyshedskiy_Andrey_Imagination_16x9thumb_Textless_logo.jpg,,,,andrey_vyshedskiy_the_neuroscience_of_imagination
Dec 2016,Veerle Provoost: Do kids think of sperm donors as family?,https://download.ted.com/talks/VeerleProvoost_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxGhent,Veerle Provoost,Do kids think of sperm donors as family?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/bec8eea6-c9fc-49b4-aad2-93298a60b459/VeerleProvoost_2016X-embed.jpg,"How do we define a parent -- or a family? Bioethicist Veerle Provoost explores these questions in the context of non-traditional families, ones brought together by adoption, second marriages, surrogate mothers and sperm donations. In this talk, she shares stories of how parents and children create their own family narratives.",1481299843.0,"['Bioethics', 'TEDx', 'biology', 'children', 'communication', 'creativity', 'family', 'genetics', 'humanity', 'identity', 'parenting']",veerle_provoost_do_kids_think_of_sperm_donors_as_family_
Dec 2016,Elizabeth Lesser: Say your truths and seek them in others,https://download.ted.com/talks/ElizabethLesser_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Elizabeth Lesser,Say your truths and seek them in others,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/6788cc53-e61a-469d-bd7d-f53b53a84566/ElizabethLesser_2016W-embed.jpg,"In a lyrical, unexpectedly funny talk about heavy topics such as frayed relationships and the death of a loved one, Elizabeth Lesser describes the healing process of putting aside pride and defensiveness to make way for soul-baring and truth-telling. ""You don't have to wait for a life-or-death situation to clean up the relationships that matter to you,"" she says. ""Be like a new kind of first responder ... the one to take the first courageous step toward the other.""",1481213885.0,"['aging', 'communication', 'compassion', 'death', 'empathy', 'family', 'health', 'humanity', 'life', 'relationships', 'vulnerability']",elizabeth_lesser_say_your_truths_and_seek_them_in_others
Dec 2016,Jia Jiang: What I learned from 100 days of rejection,https://download.ted.com/talks/JiaJiang_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxMtHood,Jia Jiang,What I learned from 100 days of rejection,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/c4a42ee3-cf78-419d-88a0-cd5194b4432a/JiaJiang_2015X-embed.jpg,"Jia Jiang adventures boldly into a territory so many of us fear: rejection. By seeking out rejection for 100 days -- from asking a stranger to borrow $100 to requesting a ""burger refill"" at a restaurant -- Jiang desensitized himself to the pain and shame that rejection often brings and, in the process, discovered that simply asking for what you want can open up possibilities where you expect to find dead ends.",1481128243.0,"['TEDx', 'adventure', 'creativity', 'curiosity', 'entrepreneur', 'failure', 'fear', 'goal-setting', 'humanity', 'innovation', 'life', 'motivation', 'personal growth', 'sociology', 'teaching']",jia_jiang_what_i_learned_from_100_days_of_rejection
Dec 2016,Natalie Panek: Let's clean up the space junk orbiting Earth,https://download.ted.com/talks/NataliePanek_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxToronto,Natalie Panek,Let's clean up the space junk orbiting Earth,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/3049d3a3-7502-40ef-a0a7-09c5c5f7999f/NataliePanek_2015X-embed.jpg,"Our lives depend on a world we can't see: the satellite infrastructure we use every day for information, entertainment, communication and so much more. But Earth orbit isn't a limitless resource, and the problem of space debris will get worse without a significant change to our behavior. Natalie Panek challenges us to consider the environmental impact of the satellites we rely on. Our orbital environment is breathtakingly beautiful and our gateway to exploration, she says. It's up to us to keep it that way.",1481041650.0,"['TEDx', 'communication', 'engineering', 'environment', 'exploration', 'rocket science', 'science', 'technology']",natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth
Dec 2016,Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,https://download.ted.com/talks/TiqMilanandKimMilan_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Tiq Milan and Kim Katrin Milan,A queer vision of love and marriage,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/c1aeacd9-8aeb-4943-8909-8508e9644281/TiqMilanandKimMilan_2016W-embed.jpg,"Love is a tool for revolutionary change and a path toward inclusivity and understanding for the LGBTQ+ community. Married activists Tiq and Kim Katrin Milan have imagined their marriage -- as a transgender man and cis woman -- a model of possibility for people of every kind. With infectious joy, Tiq and Kim question our misconceptions about who they might be and offer a vision of an inclusive, challenging love that grows day by day.",1480955067.0,"['Gender equality', 'Gender spectrum', 'LGBT', 'Transgender', 'activism', 'art', 'beauty', 'collaboration', 'compassion', 'family', 'feminism', 'gender', 'happiness', 'humanity', 'identity', 'inequality', 'poetry', 'relationships', 'social change', 'society', 'women', 'writing']",tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage
Dec 2016,Kate Adams: 4 larger-than-life lessons from soap operas,https://download.ted.com/talks/KateAdams_2016S-480p.mp4?apikey=TEDDOWNLOAD,TED@UPS,Kate Adams,4 larger-than-life lessons from soap operas,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/2c0d9ca6-e88e-498b-bb0e-6a15af9aa7b5/KateAdams_2016S-embed.jpg,"Soap operas and telenovelas may be (ahem) overdramatic, but as Kate Adams shows us, their exaggerated stories and characters often cast light on the problems of real life. In this sparkling, funny talk, Adams, a former assistant casting director for ""As the World Turns,"" share four lessons for life and business that we can learn from melodramas.",1480696361.0,"['business', 'personal growth', 'storytelling', 'television']",kate_adams_4_larger_than_life_lessons_from_soap_operas
Dec 2016,Ryan Gravel: How an old loop of railroads is changing the face of a city,https://download.ted.com/talks/RyanGravel_2016S-480p.mp4?apikey=TEDDOWNLOAD,TEDNYC,Ryan Gravel,How an old loop of railroads is changing the face of a city,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/ef3ee2cb-914e-4734-b15e-4081a99ac00d/RyanGravel_2016S-embed.jpg,"Urban planner Ryan Gravel shares the story of how his hometown of Atlanta, Georgia, rallied to build a massive urban park that will transform an abandoned railroad track into 22 miles of public green space called the Atlanta BeltLine. The places we live aren't inevitable, he says -- and if we want something different, we need to speak up.",1480607832.0,"['TEDNYC', 'cities', 'design', 'environment', 'garden', 'infrastructure', 'urban planning']",ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city
Feb 2019,Judd A. Schorr: Can you solve the airplane riddle?,https://download.ted.com/talks/JuddSchorr_AirplaneRiddle_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Judd A. Schorr,Can you solve the airplane riddle?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/43755274-110d-4716-af26-3ff729a59710/29_airplane_riddle.jpg,,,,judd_a_schorr_can_you_solve_the_airplane_riddle_
Nov 2016,Danny Dorling: Maps that show us who we are (not just where we are),https://download.ted.com/talks/DannyDorling_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxExeter,Danny Dorling,Maps that show us who we are (not just where we are),https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/ba7ac44f-4979-49a0-bcef-7c1fd3b08465/DannyDorling_2016X-embed.jpg,"What does the world look like when you map it using data? Social geographer Danny Dorling invites us to see the world anew, with his captivating and insightful maps that show Earth as it truly is -- a connected, ever-changing and fascinating place in which we all belong. You'll never look at a map the same way again.",1480521997.0,"['TEDx', 'data', 'economics', 'global development', 'humanity', 'map', 'population', 'visualizations']",danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are_
Nov 2016,"Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter",https://download.ted.com/talks/AliciaGarzaandPatrisseCullorsandOpalTometi_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,"Alicia Garza, Patrisse Cullors and Opal Tometi",An interview with the founders of Black Lives Matter,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/9808ac2e-3a97-425f-b10a-cf42ced84dfc/AliciaGarzaandPatrisseCullorsandOpalTometi_2016W-embed.jpg,"Born out of a social media post, the Black Lives Matter movement has sparked discussion about race and inequality across the world. In this spirited conversation with Mia Birdsong, the movement's three founders share what they've learned about leadership and what provides them with hope and inspiration in the face of painful realities. Their advice on how to participate in ensuring freedom for everybody: join something, start something and ""sharpen each other, so that we all can rise.""",1480434619.0,"['Africa', 'Gender equality', 'activism', 'collaboration', 'communication', 'community', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'media', 'poverty', 'race', 'social change', 'social media', 'society']",alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter
Jun 2020,Kostas Karpouzis: Can machines read your emotions?,https://download.ted.com/talks/KostasKarpouzis_ComputersandEmotions_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Kostas Karpouzis,Can machines read your emotions?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/48cd9299-ba9b-4754-9e60-f8844f555432/1608_09_A_Karpouzis_Kostas_ComputersAndEmotions_16x9thumb_Textless_logo.jpg,,,,kostas_karpouzis_can_machines_read_your_emotions_
Nov 2016,Joe Lassiter: We need nuclear power to solve climate change,https://download.ted.com/talks/JoeLassiter_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Joe Lassiter,We need nuclear power to solve climate change,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/5a5bb6fa-322c-4404-9a55-c8693b334caa/JoeLassiter_2016T-embed.jpg,"Joe Lassiter is a deep thinker and straight talker focused on developing clean, secure and carbon-neutral supplies of reliable, low-cost energy. His analysis of the world's energy realities puts a powerful lens on the stubbornly touchy issue of nuclear power, including new designs for plants that can compete economically with fossil fuels. We have the potential to make nuclear safer and cheaper than it's been in the past, Lassiter says. Now we have to make the choice to pursue it.",1480346925.0,"['alternative energy', 'choice', 'climate change', 'engineering', 'global issues', 'innovation', 'nuclear energy', 'pollution', 'potential', 'resources', 'science', 'society']",joe_lassiter_we_need_nuclear_power_to_solve_climate_change
Mar 2019,Chand John: What's the fastest way to alphabetize your bookshelf?,https://download.ted.com/talks/JohnChand_SortingAlgorithm_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Chand John,What's the fastest way to alphabetize your bookshelf?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/9fa39d45-6039-42b0-9586-a5dc48f462ee/74_The-fastest-way-to-alphabetize-your-bookshelf.jpg,,,,chand_john_what_s_the_fastest_way_to_alphabetize_your_bookshelf_
Nov 2016,Adam Galinsky: How to speak up for yourself,https://download.ted.com/talks/AdamGalinsky_2016X-480p.mp4?apikey=TEDDOWNLOAD,TEDxNewYork,Adam Galinsky,How to speak up for yourself,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/20d6d96c-e0a3-4a74-ab27-092603dbee9b/AdamGalinsky_2016X-embed.jpg,"Speaking up is hard to do, even when you know you should. Learn how to assert yourself, navigate tricky social situations and expand your personal power with sage guidance from social psychologist Adam Galinsky.",1479917854.0,"['TEDx', 'business', 'communication', 'decision-making', 'empathy', 'identity', 'leadership', 'motivation', 'personal growth', 'personality', 'relationships', 'society', 'women in business', 'work']",adam_galinsky_how_to_speak_up_for_yourself
Nov 2016,Juan Enriquez: What will humans look like in 100 years?,https://download.ted.com/talks/JuanEnriquez_2016T-480p.mp4?apikey=TEDDOWNLOAD,TEDSummit,Juan Enriquez,What will humans look like in 100 years?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/80ceb6c8-f403-4972-a6bf-0fb9b56daeeb/JuanEnriquez_2016T-embed.jpg,"We can evolve bacteria, plants and animals -- futurist Juan Enriquez asks: Is it ethical to evolve the human body? In a visionary talk that ranges from medieval prosthetics to present day neuroengineering and genetics, Enriquez sorts out the ethics associated with evolving humans and imagines the ways we'll have to transform our own bodies if we hope to explore and live in places other than Earth.",1479831593.0,"['DNA', 'Human body', 'aging', 'bacteria', 'biology', 'biotech', 'brain', 'chemistry', 'collaboration', 'engineering', 'evolution', 'future', 'genetics', 'humanity', 'innovation', 'invention', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'society', 'technology']",juan_enriquez_what_will_humans_look_like_in_100_years_
Nov 2016,Sandi Toksvig: A political party for women's equality,https://download.ted.com/talks/SandiToksvig_2016W-480p.mp4?apikey=TEDDOWNLOAD,TEDWomen 2016,Sandi Toksvig,A political party for women's equality,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/94efb15d-d7ae-4140-ad77-c14a2d32ac04/SandiToksvig_2016W-embed.jpg,"Women's equality won't just happen -- not unless more women are put in positions of power, says Sandi Toksvig. In a disarmingly hilarious talk, Toksvig tells the story of how she helped start a new political party in Britain, the Women's Equality Party, with the express purpose of putting equality on the ballot. Now she hopes people around the world will copy her party's model and mobilize for equality.",1479744573.0,"['Gender equality', 'activism', 'feminism', 'global issues', 'government', 'history', 'inequality', 'motivation', 'personal growth', 'politics', 'social change', 'society', 'women']",sandi_toksvig_a_political_party_for_women_s_equality
Nov 2016,Roger Antonsen: Math is the hidden secret to understanding the world,https://download.ted.com/talks/RogerAntonsen_2015X-480p.mp4?apikey=TEDDOWNLOAD,TEDxOslo,Roger Antonsen,Math is the hidden secret to understanding the world,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/65c9fb8d-557c-4121-9f6f-aba33dc2f4d3/RogerAntonsen_2015X-embed.jpg,"Unlock the mysteries and inner workings of the world through one of the most imaginative art forms ever -- mathematics -- with Roger Antonsen, as he explains how a slight change in perspective can reveal patterns, numbers and formulas as the gateways to empathy and understanding.",1479484808.0,"['TEDx', 'art', 'beauty', 'communication', 'education', 'math', 'music', 'nature', 'philosophy', 'universe', 'visualizations']",roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world
Nov 2016,Victor Rios: Help for kids the education system ignores,https://download.ted.com/talks/VictorRios_2015P-480p.mp4?apikey=TEDDOWNLOAD,TED Talks Live,Victor Rios,Help for kids the education system ignores,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/3f6b19c1-b6b5-474e-84c0-55625b461dbb/VictorRios_2015P-embed.jpg,"Define students by what they contribute, not what they lack -- especially those with difficult upbringings, says educator Victor Rios. Interweaved with his personal tale of perseverance as an inner-city youth, Rios identifies three straightforward strategies to shift attitudes in education and calls for fellow educators to see ""at-risk"" students as ""at-promise"" individuals brimming with resilience, character and grit.",1479399394.0,"['children', 'communication', 'compassion', 'education', 'empathy', 'identity', 'innovation', 'motivation', 'potential', 'society', 'teaching']",victor_rios_help_for_kids_the_education_system_ignores
Sep 2020,Peter Paccone: How do US Supreme Court justices get appointed?,https://download.ted.com/talks/PeterPaccone_SupremeCourtJustice_2016E-480p.mp4?apikey=TEDDOWNLOAD,TED-Ed,Peter Paccone,How do US Supreme Court justices get appointed?,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/a46f9d95-c0cd-4d50-baf0-0e97ff14670f/1607_02_A_Paccone_Peter_SupremeCourtJustice_16x9thumb_Textless_logo.jpg,,,,peter_paccone_how_do_us_supreme_court_justices_get_appointed_
